Region_code,Provider_code,Provider_name,Treatment_function_code,Treatment_function_name,Wait_0_18,Wait_19_52,wait_52_plus,Median_wait,percentile_95,completed_pathways,Time_Period
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,23,5,5,3,8,5,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,16,6,4,8,7,17,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,16,6,4,6,10,9,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology Service,111,86,61,63,47,82,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology Service,66,66,58,74,52,63,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,C_502,Gynaecology Service,57,68,43,41,75,64,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X02,Other - Medical Services,478,290,172,155,184,183,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X02,Other - Medical Services,473,292,198,163,208,202,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X02,Other - Medical Services,366,265,214,143,321,193,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,1,0,0,0,0,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2,0,2,0,0,0,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,1,1,0,0,0,0,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,144,69,59,43,49,83,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,174,78,57,62,68,63,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,139,51,47,59,66,73,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,809,150,93,85,80,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,404,142,100,76,73,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,675,134,99,71,62,2025-11-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X06,Other - Other Services,52,51,26,22,47,49,2025-09-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X06,Other - Other Services,56,58,47,42,26,45,2025-10-01
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,X06,Other - Other Services,73,46,43,38,32,34,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_100,General Surgery Service,176,65,57,44,35,40,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_100,General Surgery Service,186,57,85,86,53,43,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_100,General Surgery Service,177,56,57,76,57,61,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_101,Urology Service,55,103,89,64,36,43,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_101,Urology Service,53,120,118,56,46,26,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_101,Urology Service,77,101,92,73,32,33,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,120,49,58,40,30,37,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,88,60,47,35,31,31,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,83,30,36,38,27,45,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,132,72,48,82,74,69,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,114,127,58,64,66,63,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,147,97,57,46,43,54,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_130,Ophthalmology Service,66,52,66,83,59,53,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_130,Ophthalmology Service,91,73,120,189,80,73,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_130,Ophthalmology Service,56,112,99,94,176,173,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_140,Oral Surgery Service,55,67,32,30,16,22,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_140,Oral Surgery Service,36,79,12,17,13,32,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_140,Oral Surgery Service,38,48,30,10,24,33,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_301,Gastroenterology Service,231,129,75,42,31,18,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_301,Gastroenterology Service,194,139,76,47,25,15,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_301,Gastroenterology Service,148,144,84,18,23,30,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_320,Cardiology Service,65,128,49,45,37,34,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_320,Cardiology Service,77,125,47,38,25,24,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_320,Cardiology Service,41,118,61,34,44,45,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_330,Dermatology Service,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,78,64,43,29,19,24,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,94,58,54,39,21,22,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,81,63,40,20,26,18,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_400,Neurology Service,64,30,30,13,31,44,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_400,Neurology Service,50,38,39,18,25,25,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_400,Neurology Service,54,41,31,31,32,19,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_410,Rheumatology Service,27,21,11,9,25,32,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_410,Rheumatology Service,21,29,20,19,43,31,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_410,Rheumatology Service,13,18,22,9,30,25,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,135,114,38,21,27,31,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,210,102,51,35,34,12,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,237,36,32,35,14,21,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_502,Gynaecology Service,221,174,82,48,41,33,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_502,Gynaecology Service,267,191,71,39,53,49,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,C_502,Gynaecology Service,262,150,69,39,28,21,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X02,Other - Medical Services,234,51,29,26,24,21,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X02,Other - Medical Services,188,57,33,33,23,19,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X02,Other - Medical Services,164,48,29,33,19,28,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X03,Other - Mental Health Services,0,0,0,0,0,0,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X04,Other - Paediatric Services,53,31,36,31,35,40,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X04,Other - Paediatric Services,72,33,56,29,30,14,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X04,Other - Paediatric Services,48,38,45,29,12,21,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X05,Other - Surgical Services,0,2,4,0,2,0,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X05,Other - Surgical Services,1,1,0,3,1,0,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X05,Other - Surgical Services,0,2,3,0,2,1,2025-11-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X06,Other - Other Services,333,340,401,182,167,147,2025-09-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X06,Other - Other Services,90,535,353,134,135,101,2025-10-01
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,X06,Other - Other Services,63,381,332,173,61,89,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,General Surgery Service,9,6,4,2,4,4,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,General Surgery Service,9,3,6,5,1,1,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,General Surgery Service,12,4,6,1,4,0,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_101,Urology Service,28,54,63,33,29,36,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_101,Urology Service,20,73,45,40,38,20,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_101,Urology Service,25,43,59,48,46,20,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,431,94,70,52,38,34,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,449,81,81,49,44,33,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,346,82,46,52,32,38,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,11,62,72,24,15,16,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,35,105,49,30,14,10,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,21,102,67,25,21,16,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,7,14,19,24,39,46,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,27,27,37,43,44,45,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,15,25,48,45,39,32,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,26,24,27,28,24,24,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,16,39,19,27,42,37,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,4,21,18,18,21,19,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service,0,0,0,0,0,0,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,0,0,0,0,0,0,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,0,0,0,0,0,0,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,2,0,0,0,0,0,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,5,0,1,1,0,1,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,2,0,0,0,0,0,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,99,38,36,23,21,28,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,93,67,38,19,22,22,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,85,96,46,37,38,38,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_320,Cardiology Service,41,38,23,21,19,31,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_320,Cardiology Service,64,61,37,21,26,27,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_320,Cardiology Service,31,64,33,37,61,50,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_330,Dermatology Service,8,147,124,52,40,17,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_330,Dermatology Service,25,196,103,61,33,7,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_330,Dermatology Service,44,166,112,43,28,10,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,47,22,16,20,16,18,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,71,15,10,11,18,8,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,66,20,21,21,11,13,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_400,Neurology Service,46,20,14,23,31,37,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_400,Neurology Service,65,26,35,16,18,17,2025-10-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_400,Neurology Service,38,35,34,22,18,29,2025-11-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_410,Rheumatology Service,25,20,9,19,15,8,2025-09-01
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_410,Rheumatology Service,32,32,18,15,14,14,2025-10-01
